time,gt,no action,open drawer,pick up bowl,put cereal box,open fridge,pick up milk bottle,close fridge,open milk bottle,pour milk into bowl with cereals,still pouring milk,pour milk,put lid on milk bottle,turn on tap,put milk in fridge,pick up ham,pick up salads,put down salad and ham,pick up plate,put down plate,open salad packaging,pour salad into bowl,still pouring salad into bowl,rinse bowl,close salad packaging,pick up clip,clip salad packaging,put salad in fridge,open cupboard,pick up bread,close cupboard,put down bread,turn off tap,pick up sauce,open sauce,pour sauce over salad,close sauce,pick up tissue,wipe sauce with tissue,put down sauce,put tissue in bin,open dishwasher,put down bowl,pick up fork,close drawer,close dishwasher,put fork,pick up cereal bowl,pick up salad bowl,put down bowls,put down fork,pick up breads,pick up cereal box,move chair,sit on chair,take slice of bread from bread packaging,put bread in bowl,take ham from ham packaging,put ham between bread slices,put sandwich in bowl,put ham in fridge,open cereal box,pour cereals into bowl,close cereal box
43.3767,pick up milk bottle,0.0012,0.0025,0.0021,0.0382,0.0131,0.0316,0.0181,0.0212,0.0015,0.0004,0.0024,0.0034,0.0003,0.0642,0.0329,0.0319,0.0358,0.0021,0.0014,0.0099,0.0003,0.0003,0.0,0.0116,0.0445,0.005,0.0129,0.0044,0.1015,0.0042,0.0464,0.0003,0.0458,0.0076,0.0047,0.0063,0.003,0.0005,0.0287,0.0009,0.0004,0.0017,0.0066,0.0026,0.001,0.0016,0.0293,0.0035,0.0011,0.0035,0.0393,0.1144,0.0006,0.0035,0.0036,0.0024,0.019,0.0098,0.0022,0.0381,0.0226,0.0004,0.05
43.4601,pick up milk bottle,0.0012,0.0021,0.0019,0.0376,0.0125,0.0272,0.0177,0.0195,0.0014,0.0003,0.0022,0.0031,0.0003,0.0646,0.0364,0.0303,0.0399,0.0018,0.0013,0.0101,0.0002,0.0003,0.0,0.0119,0.0413,0.0049,0.0124,0.0042,0.1033,0.004,0.05,0.0003,0.047,0.0087,0.0049,0.0073,0.0027,0.0004,0.0298,0.0008,0.0003,0.0015,0.0055,0.0023,0.0008,0.0015,0.0271,0.0033,0.001,0.0031,0.0386,0.1098,0.0005,0.003,0.0038,0.0025,0.0215,0.0109,0.0022,0.0401,0.0233,0.0004,0.0511
43.5435,pick up milk bottle,0.0012,0.0019,0.0016,0.0385,0.0125,0.0263,0.0178,0.0203,0.0012,0.0003,0.0021,0.0032,0.0002,0.0656,0.0381,0.028,0.0432,0.0016,0.0012,0.0103,0.0002,0.0003,0.0,0.0118,0.0409,0.0051,0.0121,0.0044,0.1012,0.0043,0.051,0.0003,0.0442,0.0093,0.0047,0.0076,0.0026,0.0004,0.0288,0.0008,0.0003,0.0014,0.0053,0.0021,0.0007,0.0015,0.0273,0.0031,0.0009,0.003,0.0369,0.1082,0.0004,0.0027,0.0036,0.0025,0.0231,0.0114,0.002,0.042,0.0244,0.0004,0.0518
43.6269,pick up milk bottle,0.0012,0.0018,0.0014,0.0382,0.0111,0.0246,0.0158,0.0198,0.0011,0.0003,0.002,0.0032,0.0002,0.0618,0.0422,0.026,0.0467,0.0015,0.0011,0.0102,0.0002,0.0003,0.0,0.0114,0.04,0.0048,0.0109,0.0048,0.1117,0.0045,0.0551,0.0002,0.0417,0.0099,0.0043,0.008,0.0024,0.0004,0.0269,0.0008,0.0002,0.0012,0.0046,0.0019,0.0006,0.0015,0.0258,0.0031,0.0008,0.0026,0.0347,0.1019,0.0004,0.0024,0.0036,0.0025,0.0272,0.0132,0.002,0.0433,0.025,0.0004,0.0525
43.7103,pick up milk bottle,0.0013,0.0016,0.0014,0.0363,0.0114,0.0223,0.0159,0.0187,0.0011,0.0003,0.0019,0.0031,0.0002,0.0607,0.0468,0.0232,0.0489,0.0015,0.0011,0.0098,0.0002,0.0003,0.0,0.0111,0.0365,0.0048,0.0103,0.0048,0.118,0.0045,0.059,0.0002,0.0373,0.0096,0.0044,0.0077,0.0024,0.0004,0.0245,0.0008,0.0002,0.0012,0.0046,0.0018,0.0005,0.0015,0.0249,0.0028,0.0007,0.0026,0.0323,0.094,0.0004,0.0023,0.0043,0.0028,0.0329,0.0162,0.0024,0.0506,0.0251,0.0004,0.051
43.7938,pick up milk bottle,0.0013,0.0016,0.0012,0.0346,0.0119,0.0205,0.0168,0.017,0.0009,0.0003,0.0017,0.003,0.0002,0.0642,0.0525,0.0223,0.0497,0.0017,0.0012,0.0088,0.0002,0.0003,0.0,0.0102,0.035,0.0041,0.0109,0.0051,0.1206,0.0047,0.0606,0.0002,0.0361,0.0088,0.0042,0.0072,0.0021,0.0003,0.0243,0.0008,0.0002,0.0011,0.0052,0.0018,0.0005,0.0018,0.0222,0.0027,0.0007,0.003,0.0339,0.082,0.0004,0.0019,0.0047,0.0029,0.0365,0.0178,0.0025,0.0593,0.024,0.0004,0.0476
43.8772,pick up milk bottle,0.0015,0.0017,0.0012,0.0343,0.0122,0.0188,0.0173,0.0165,0.0008,0.0004,0.0016,0.0028,0.0002,0.0654,0.0545,0.0224,0.0486,0.0018,0.0013,0.0083,0.0002,0.0003,0.0,0.0097,0.0355,0.0038,0.0111,0.0055,0.1222,0.0051,0.0613,0.0002,0.035,0.0086,0.004,0.0073,0.002,0.0003,0.0236,0.0007,0.0002,0.001,0.0056,0.0019,0.0006,0.0021,0.0197,0.0028,0.0006,0.0032,0.0369,0.0707,0.0004,0.0017,0.0049,0.0031,0.0391,0.019,0.0028,0.0648,0.0237,0.0004,0.0467
43.9606,pick up milk bottle,0.0016,0.0016,0.0011,0.0344,0.0127,0.0176,0.0176,0.0166,0.0006,0.0004,0.0015,0.0027,0.0002,0.0726,0.0608,0.0206,0.0468,0.0018,0.0014,0.0079,0.0002,0.0003,0.0,0.009,0.032,0.0036,0.0114,0.0054,0.1199,0.005,0.0611,0.0002,0.0293,0.0079,0.0035,0.0067,0.002,0.0003,0.0197,0.0008,0.0002,0.0009,0.0054,0.0018,0.0005,0.0022,0.0179,0.0027,0.0005,0.0032,0.0354,0.0609,0.0004,0.0015,0.0048,0.0032,0.0451,0.0214,0.0031,0.0804,0.0236,0.0004,0.0457
44.044,pick up milk bottle,0.0015,0.0015,0.0011,0.0361,0.0128,0.0168,0.0177,0.0166,0.0007,0.0004,0.0015,0.0029,0.0002,0.0787,0.0651,0.0178,0.0463,0.0018,0.0014,0.0077,0.0002,0.0003,0.0,0.0087,0.0279,0.0037,0.0114,0.0052,0.1114,0.0048,0.0621,0.0002,0.0238,0.0067,0.0031,0.0058,0.002,0.0002,0.0165,0.0008,0.0002,0.001,0.005,0.0017,0.0005,0.0021,0.0184,0.0028,0.0005,0.003,0.0315,0.0586,0.0003,0.0012,0.0056,0.0032,0.0501,0.0252,0.0035,0.0895,0.0249,0.0005,0.0471
44.1274,pick up milk bottle,0.0014,0.0015,0.0011,0.0326,0.0121,0.0141,0.0171,0.0147,0.0007,0.0004,0.0015,0.0026,0.0002,0.0731,0.0716,0.0158,0.0494,0.002,0.0016,0.0072,0.0002,0.0003,0.0,0.0083,0.0269,0.0033,0.0113,0.0053,0.1151,0.005,0.0687,0.0002,0.0227,0.0065,0.0031,0.0056,0.0019,0.0002,0.0162,0.0007,0.0002,0.001,0.005,0.0017,0.0004,0.0023,0.0167,0.0026,0.0005,0.0031,0.0318,0.0508,0.0003,0.001,0.0061,0.0032,0.0548,0.0272,0.0037,0.0979,0.0225,0.0005,0.0446
44.2108,pick up milk bottle,0.0013,0.0013,0.0011,0.0326,0.0121,0.0142,0.017,0.0162,0.0007,0.0004,0.0017,0.0028,0.0002,0.0771,0.0728,0.0134,0.0506,0.002,0.0016,0.0075,0.0002,0.0003,0.0,0.0088,0.0244,0.0034,0.0118,0.0047,0.1109,0.0046,0.0711,0.0002,0.0202,0.006,0.0027,0.0053,0.0019,0.0003,0.0149,0.0007,0.0002,0.001,0.0048,0.0015,0.0004,0.0022,0.0179,0.0026,0.0005,0.0031,0.029,0.0481,0.0003,0.0008,0.006,0.0033,0.0561,0.0254,0.0037,0.1021,0.0242,0.0005,0.0471
44.2942,pick up milk bottle,0.0012,0.0011,0.0012,0.0302,0.0124,0.0154,0.0173,0.0179,0.0007,0.0004,0.0018,0.003,0.0002,0.0931,0.0685,0.0122,0.0533,0.0019,0.0016,0.0083,0.0003,0.0004,0.0,0.01,0.0212,0.0035,0.0144,0.0039,0.1059,0.0039,0.0697,0.0002,0.0197,0.0055,0.0029,0.005,0.002,0.0003,0.0149,0.0007,0.0002,0.0012,0.0048,0.0013,0.0004,0.002,0.0179,0.0033,0.0005,0.0032,0.0268,0.0458,0.0002,0.0008,0.0052,0.0033,0.0529,0.0223,0.0041,0.1099,0.0225,0.0006,0.0449
44.3777,pick up milk bottle,0.0011,0.0011,0.0015,0.0254,0.0135,0.0153,0.0184,0.0174,0.0007,0.0004,0.002,0.0032,0.0002,0.1074,0.062,0.012,0.0522,0.0022,0.0018,0.0088,0.0003,0.0004,0.0,0.0108,0.0194,0.0034,0.017,0.0036,0.1064,0.0036,0.0716,0.0002,0.0207,0.0056,0.003,0.0051,0.0022,0.0003,0.016,0.0007,0.0002,0.0015,0.0052,0.0013,0.0004,0.0021,0.0175,0.0041,0.0006,0.0034,0.0279,0.0411,0.0002,0.0007,0.0051,0.0034,0.0494,0.0194,0.0042,0.117,0.0191,0.0007,0.0383
44.4611,pick up milk bottle,0.0011,0.0011,0.002,0.0227,0.0157,0.015,0.0214,0.0172,0.0007,0.0004,0.0025,0.0033,0.0002,0.1137,0.0586,0.0115,0.0522,0.0026,0.0022,0.0088,0.0004,0.0005,0.0001,0.0109,0.0175,0.0033,0.0179,0.0035,0.1152,0.0036,0.0822,0.0002,0.0186,0.0046,0.0029,0.0044,0.0024,0.0004,0.015,0.0006,0.0001,0.0021,0.006,0.0014,0.0003,0.0023,0.0177,0.0047,0.0008,0.0042,0.0261,0.0385,0.0002,0.0006,0.0047,0.0039,0.0428,0.0173,0.0044,0.1128,0.0172,0.0007,0.0345
44.5445,pick up milk bottle,0.0011,0.001,0.0027,0.0204,0.0181,0.015,0.0246,0.0175,0.0008,0.0004,0.0034,0.004,0.0002,0.1327,0.0548,0.0096,0.0514,0.0027,0.0025,0.0094,0.0004,0.0005,0.0001,0.011,0.0141,0.0033,0.0196,0.0031,0.1115,0.0032,0.0856,0.0002,0.0159,0.0038,0.0027,0.0037,0.0023,0.0004,0.0134,0.0006,0.0001,0.0031,0.0057,0.0013,0.0003,0.0022,0.0191,0.0052,0.001,0.0045,0.0217,0.0354,0.0002,0.0005,0.0038,0.0042,0.0405,0.0148,0.0047,0.1156,0.0158,0.0009,0.0317
44.6279,pick up milk bottle,0.0012,0.0009,0.0036,0.0176,0.0172,0.0129,0.0232,0.0165,0.0011,0.0004,0.0043,0.0046,0.0002,0.1309,0.0555,0.0075,0.0558,0.0029,0.003,0.0095,0.0005,0.0006,0.0001,0.011,0.0111,0.0037,0.0206,0.0026,0.1107,0.0027,0.101,0.0002,0.0129,0.0034,0.0028,0.0033,0.0021,0.0005,0.0115,0.0006,0.0001,0.0047,0.0047,0.0012,0.0003,0.0021,0.0201,0.0059,0.0013,0.0045,0.0158,0.0317,0.0002,0.0004,0.0041,0.0049,0.0422,0.0153,0.0063,0.1201,0.014,0.0013,0.0278
44.7113,pick up milk bottle,0.0011,0.0007,0.0043,0.0152,0.0191,0.0131,0.0249,0.0169,0.0014,0.0005,0.0053,0.0056,0.0002,0.1526,0.0518,0.0056,0.0512,0.0023,0.0026,0.0099,0.0006,0.0006,0.0001,0.0109,0.0081,0.0039,0.0223,0.0019,0.1012,0.002,0.1027,0.0002,0.009,0.0026,0.0024,0.0025,0.0022,0.0006,0.0086,0.0005,0.0001,0.0062,0.0036,0.001,0.0003,0.0015,0.0221,0.0056,0.0015,0.0039,0.0118,0.0283,0.0002,0.0004,0.004,0.0048,0.0438,0.014,0.0078,0.133,0.0128,0.0019,0.0243
44.7948,pick up milk bottle,0.0012,0.0006,0.0065,0.0124,0.0202,0.0135,0.0271,0.0168,0.0015,0.0005,0.0074,0.0066,0.0002,0.1715,0.0463,0.0055,0.0451,0.0026,0.0031,0.0112,0.0007,0.0007,0.0002,0.0128,0.0072,0.0043,0.0263,0.0014,0.1,0.0015,0.1047,0.0002,0.0084,0.0024,0.0024,0.0024,0.0023,0.0006,0.0082,0.0004,0.0001,0.0099,0.0035,0.0009,0.0003,0.0013,0.0225,0.0064,0.0021,0.0041,0.0106,0.0244,0.0002,0.0003,0.0039,0.0052,0.0376,0.0113,0.0095,0.1245,0.0113,0.0026,0.0206
44.8782,pick up milk bottle,0.0013,0.0006,0.0097,0.0098,0.0214,0.0145,0.0289,0.0176,0.0016,0.0005,0.0091,0.0082,0.0002,0.1734,0.0437,0.0056,0.0424,0.0033,0.004,0.0114,0.0008,0.0008,0.0002,0.013,0.007,0.0046,0.0289,0.0014,0.1062,0.0015,0.1099,0.0002,0.0083,0.0024,0.0023,0.0025,0.0025,0.0007,0.0083,0.0004,0.0001,0.0154,0.0036,0.001,0.0003,0.0012,0.0213,0.0074,0.003,0.0048,0.01,0.0203,0.0002,0.0003,0.0036,0.0054,0.0335,0.0091,0.0099,0.1119,0.0091,0.0029,0.0166
44.9616,pick up milk bottle,0.0015,0.0006,0.0149,0.0098,0.0222,0.0178,0.0293,0.0207,0.0019,0.0006,0.0119,0.0122,0.0002,0.1947,0.0387,0.0047,0.0306,0.0042,0.0054,0.0098,0.0009,0.0009,0.0004,0.0113,0.0062,0.0049,0.029,0.0013,0.0925,0.0014,0.0983,0.0002,0.0063,0.0019,0.0021,0.0021,0.0028,0.0009,0.0064,0.0003,0.0001,0.0251,0.0035,0.001,0.0003,0.0012,0.0231,0.0074,0.0039,0.0054,0.0084,0.0181,0.0002,0.0003,0.0037,0.0058,0.0338,0.0083,0.0131,0.1067,0.0092,0.0042,0.0157
45.045,no action,0.0018,0.0008,0.0223,0.0086,0.0208,0.0176,0.0273,0.0218,0.0024,0.0007,0.0146,0.0144,0.0003,0.1845,0.039,0.0045,0.0283,0.0062,0.0089,0.0085,0.0011,0.0012,0.0007,0.009,0.0056,0.0044,0.0271,0.0013,0.0905,0.0014,0.1006,0.0002,0.0056,0.0016,0.0021,0.0019,0.0029,0.0009,0.0057,0.0003,0.0002,0.0392,0.0036,0.0012,0.0004,0.0014,0.0226,0.009,0.006,0.0065,0.0071,0.0153,0.0002,0.0003,0.0038,0.0066,0.0327,0.008,0.0161,0.0961,0.008,0.0055,0.0129
45.1284,no action,0.0022,0.0008,0.029,0.0089,0.0212,0.0193,0.0281,0.0254,0.0025,0.0007,0.0174,0.0169,0.0003,0.1827,0.0346,0.0046,0.022,0.0082,0.0128,0.007,0.0009,0.0011,0.0009,0.0073,0.0057,0.004,0.0241,0.0016,0.0869,0.0018,0.0969,0.0003,0.0051,0.0015,0.0016,0.0018,0.0028,0.0008,0.0054,0.0003,0.0002,0.0541,0.0036,0.0014,0.0004,0.0015,0.0253,0.0079,0.0079,0.0073,0.0065,0.0146,0.0002,0.0004,0.0039,0.0066,0.0292,0.0074,0.0165,0.0826,0.0081,0.0061,0.0128
45.2118,no action,0.0023,0.0008,0.034,0.0092,0.0198,0.0204,0.0273,0.0283,0.0029,0.0006,0.0199,0.018,0.0003,0.1681,0.0374,0.0047,0.0213,0.0104,0.0175,0.0063,0.0009,0.0011,0.0011,0.0066,0.0053,0.0039,0.0204,0.0018,0.084,0.002,0.0955,0.0002,0.0044,0.0012,0.0013,0.0015,0.0028,0.0007,0.0047,0.0003,0.0001,0.0667,0.0031,0.0014,0.0003,0.0013,0.0257,0.0081,0.0091,0.0073,0.0056,0.014,0.0003,0.0004,0.0038,0.0067,0.028,0.008,0.0182,0.0747,0.008,0.0072,0.0128
45.2953,no action,0.0023,0.0008,0.0391,0.0091,0.0204,0.0231,0.0288,0.0333,0.0038,0.0006,0.0206,0.0193,0.0003,0.1757,0.0339,0.005,0.0178,0.0112,0.0203,0.0055,0.0008,0.001,0.0013,0.0059,0.0053,0.0038,0.0201,0.0019,0.0703,0.0021,0.0821,0.0003,0.004,0.0012,0.001,0.0015,0.0027,0.0007,0.0043,0.0003,0.0001,0.078,0.0028,0.0014,0.0003,0.0012,0.027,0.0074,0.0108,0.0072,0.0054,0.0136,0.0003,0.0005,0.004,0.0061,0.0256,0.0071,0.0178,0.0721,0.008,0.0093,0.0123
45.3787,no action,0.0024,0.0009,0.0441,0.0098,0.0183,0.026,0.0262,0.0403,0.004,0.0005,0.0212,0.0192,0.0004,0.1652,0.0319,0.006,0.0161,0.0139,0.026,0.0051,0.0008,0.0011,0.0018,0.0056,0.0062,0.0035,0.0182,0.0024,0.0723,0.0027,0.0798,0.0003,0.0041,0.0012,0.0008,0.0015,0.003,0.0006,0.0042,0.0003,0.0001,0.0838,0.003,0.0017,0.0003,0.0013,0.0285,0.0083,0.0133,0.0077,0.0055,0.0137,0.0004,0.0006,0.0037,0.0057,0.0212,0.0059,0.0157,0.0609,0.0082,0.0096,0.0126
45.4621,no action,0.0023,0.0011,0.0477,0.0101,0.0185,0.0319,0.0266,0.051,0.0039,0.0005,0.0228,0.0198,0.0005,0.1696,0.0281,0.0066,0.0122,0.0144,0.0273,0.0044,0.0007,0.0009,0.0019,0.0051,0.007,0.0032,0.0157,0.003,0.0731,0.0034,0.0729,0.0004,0.0038,0.001,0.0006,0.0013,0.0033,0.0006,0.0037,0.0003,0.0001,0.0875,0.003,0.0018,0.0003,0.0011,0.0314,0.0071,0.0152,0.0072,0.006,0.0138,0.0005,0.0007,0.0034,0.0051,0.0178,0.0048,0.0117,0.0492,0.0085,0.0093,0.0131
45.5455,no action,0.0023,0.0012,0.0543,0.0095,0.0165,0.0327,0.0242,0.0536,0.0034,0.0004,0.0267,0.0175,0.0006,0.1557,0.0277,0.0079,0.0116,0.0215,0.0377,0.0039,0.0006,0.0009,0.002,0.0047,0.0077,0.0027,0.0138,0.0038,0.0787,0.0043,0.0703,0.0005,0.0043,0.001,0.0005,0.0014,0.0032,0.0005,0.0039,0.0003,0.0001,0.0902,0.0034,0.0022,0.0003,0.0012,0.0303,0.0075,0.0167,0.0076,0.0063,0.0131,0.0005,0.0008,0.0032,0.0045,0.0149,0.0042,0.0093,0.041,0.008,0.008,0.0128
45.6289,no action,0.0023,0.0014,0.0541,0.0109,0.0165,0.0325,0.0238,0.0579,0.0037,0.0004,0.0262,0.0156,0.0008,0.1424,0.0287,0.0081,0.0119,0.0239,0.0444,0.0036,0.0006,0.0009,0.0021,0.0043,0.0081,0.0025,0.0121,0.0055,0.076,0.0061,0.0661,0.0005,0.0043,0.001,0.0004,0.0014,0.0033,0.0005,0.0039,0.0003,0.0001,0.0905,0.0033,0.0024,0.0003,0.0013,0.0344,0.007,0.0187,0.0075,0.0063,0.0145,0.0006,0.0009,0.003,0.0042,0.0151,0.0042,0.0076,0.0379,0.0089,0.0077,0.0147
45.7123,no action,0.0023,0.0018,0.0525,0.0124,0.0169,0.034,0.0246,0.0632,0.004,0.0003,0.0283,0.0138,0.0008,0.1341,0.0282,0.0081,0.0108,0.0282,0.0535,0.0032,0.0005,0.0008,0.0022,0.0037,0.008,0.0022,0.0102,0.0057,0.0728,0.0064,0.0626,0.0005,0.0042,0.0009,0.0003,0.0012,0.0034,0.0005,0.0037,0.0003,0.0001,0.0839,0.0034,0.0029,0.0003,0.0014,0.0375,0.0064,0.0212,0.008,0.0061,0.0158,0.0007,0.001,0.0028,0.0035,0.0145,0.0044,0.0072,0.0346,0.01,0.0072,0.0165
45.7957,no action,0.0017,0.0022,0.0452,0.0123,0.018,0.0359,0.0263,0.0694,0.0043,0.0003,0.028,0.0114,0.0008,0.1343,0.0276,0.0107,0.0111,0.0271,0.0495,0.0031,0.0004,0.0006,0.0017,0.0036,0.009,0.0019,0.0094,0.0069,0.0793,0.0078,0.0686,0.0006,0.0047,0.0009,0.0002,0.0011,0.0039,0.0004,0.0041,0.0004,0.0001,0.0707,0.0039,0.0035,0.0003,0.0013,0.0402,0.0058,0.0247,0.0086,0.0074,0.0179,0.0008,0.0011,0.003,0.0029,0.0113,0.0038,0.0044,0.0308,0.0102,0.0063,0.0165
45.8792,no action,0.0014,0.0024,0.0382,0.0125,0.0208,0.0408,0.0309,0.0702,0.0038,0.0002,0.0236,0.0105,0.0008,0.1614,0.0247,0.0126,0.009,0.0213,0.0377,0.0028,0.0003,0.0005,0.0012,0.0035,0.0088,0.0017,0.0107,0.0078,0.0815,0.009,0.0673,0.0006,0.0047,0.0007,0.0002,0.0009,0.0035,0.0004,0.0041,0.0004,0.0001,0.0586,0.0039,0.0038,0.0003,0.001,0.045,0.0044,0.0209,0.0073,0.0091,0.0205,0.0009,0.0012,0.0029,0.0028,0.0102,0.0035,0.0033,0.0347,0.0097,0.0055,0.0173
45.9626,no action,0.0012,0.0025,0.0357,0.0112,0.0229,0.0406,0.0339,0.0664,0.004,0.0003,0.0224,0.0105,0.0008,0.1679,0.0269,0.0142,0.0094,0.02,0.0339,0.0026,0.0002,0.0004,0.0011,0.0034,0.0085,0.0016,0.0122,0.0071,0.0837,0.0083,0.0668,0.0006,0.0043,0.0006,0.0002,0.0008,0.0034,0.0004,0.0037,0.0004,0.0001,0.0535,0.0038,0.0038,0.0003,0.0009,0.0454,0.004,0.0222,0.0067,0.0106,0.0196,0.0009,0.0012,0.0029,0.0029,0.01,0.0036,0.0031,0.0403,0.0086,0.0054,0.0151
46.046,close fridge,0.0013,0.003,0.0368,0.0086,0.0258,0.0438,0.0379,0.0639,0.0037,0.0003,0.024,0.0111,0.001,0.1724,0.0258,0.0158,0.0091,0.0211,0.0339,0.0025,0.0003,0.0005,0.0011,0.0032,0.0076,0.0013,0.0139,0.0075,0.0812,0.009,0.0603,0.0007,0.0043,0.0007,0.0001,0.0009,0.0031,0.0005,0.0037,0.0004,0.0002,0.0545,0.0045,0.0046,0.0003,0.001,0.0436,0.004,0.0227,0.0072,0.0112,0.0164,0.001,0.0013,0.0025,0.0026,0.0096,0.0031,0.0028,0.0416,0.0066,0.0051,0.0116
46.1294,close fridge,0.0015,0.0031,0.0378,0.0073,0.0264,0.0444,0.038,0.0596,0.0032,0.0004,0.0253,0.0116,0.0012,0.1749,0.0244,0.0171,0.009,0.0204,0.0319,0.0026,0.0003,0.0006,0.001,0.0033,0.0077,0.0013,0.0163,0.0065,0.0879,0.008,0.0586,0.0008,0.0045,0.0007,0.0001,0.0009,0.0033,0.0005,0.0039,0.0005,0.0002,0.0558,0.0047,0.0047,0.0004,0.0011,0.0432,0.0042,0.0225,0.0073,0.0121,0.0149,0.0011,0.0014,0.0021,0.0025,0.0085,0.0029,0.0026,0.0411,0.0055,0.0047,0.0097
46.2128,close fridge,0.0015,0.0028,0.0346,0.0072,0.0295,0.049,0.043,0.058,0.0034,0.0005,0.0258,0.0131,0.0011,0.1808,0.0236,0.0164,0.0092,0.0154,0.0236,0.0029,0.0003,0.0007,0.0009,0.0035,0.0073,0.0015,0.0198,0.0059,0.0848,0.0075,0.0536,0.0009,0.0044,0.0007,0.0001,0.0009,0.0031,0.0005,0.004,0.0006,0.0002,0.0547,0.0041,0.0043,0.0004,0.0009,0.0484,0.0039,0.0178,0.006,0.0125,0.0159,0.0011,0.0014,0.0022,0.0029,0.0092,0.0032,0.0027,0.0458,0.0054,0.005,0.0095
46.2963,close fridge,0.0016,0.0027,0.0311,0.0076,0.0308,0.0562,0.0442,0.0569,0.0038,0.0008,0.0269,0.0148,0.0012,0.1741,0.0235,0.0186,0.0112,0.0125,0.0188,0.0041,0.0004,0.001,0.0008,0.0046,0.0065,0.0019,0.0241,0.005,0.0791,0.0065,0.0474,0.0009,0.0052,0.0009,0.0002,0.0012,0.0032,0.0007,0.0049,0.0008,0.0003,0.0514,0.0039,0.0041,0.0005,0.0009,0.0538,0.0045,0.0126,0.0055,0.0135,0.0164,0.001,0.0015,0.0021,0.0033,0.0098,0.0034,0.0028,0.0515,0.0057,0.0052,0.0097
46.3797,close fridge,0.0016,0.0029,0.0315,0.0074,0.0315,0.0653,0.0446,0.0617,0.005,0.0009,0.0295,0.0189,0.0014,0.1518,0.0227,0.0194,0.0118,0.0102,0.0157,0.0053,0.0006,0.0012,0.0009,0.0054,0.0064,0.0023,0.0241,0.0048,0.0711,0.006,0.0409,0.0012,0.0061,0.0011,0.0002,0.0014,0.0033,0.0008,0.006,0.001,0.0003,0.0573,0.0036,0.0041,0.0005,0.0008,0.0619,0.005,0.0125,0.0052,0.0145,0.017,0.0014,0.0019,0.0019,0.0036,0.0096,0.0031,0.0026,0.0475,0.0059,0.0066,0.0092
46.4631,close fridge,0.0015,0.003,0.0305,0.0076,0.0314,0.0771,0.0435,0.0664,0.0056,0.0011,0.0333,0.0244,0.0016,0.1407,0.0201,0.0195,0.0113,0.0084,0.012,0.0061,0.0007,0.0014,0.001,0.0058,0.006,0.0025,0.0235,0.004,0.0667,0.0049,0.0349,0.0013,0.0064,0.0012,0.0002,0.0016,0.0034,0.0009,0.0064,0.0012,0.0004,0.0557,0.0035,0.0041,0.0006,0.0008,0.0717,0.0053,0.0116,0.0047,0.0144,0.0177,0.0016,0.0021,0.0016,0.0035,0.009,0.0027,0.0025,0.0448,0.0062,0.0071,0.0091
46.5465,close fridge,0.0016,0.003,0.0281,0.008,0.0314,0.0818,0.0421,0.0721,0.0056,0.0014,0.0364,0.0279,0.0019,0.1266,0.0169,0.0194,0.0124,0.0062,0.0087,0.0079,0.0009,0.0018,0.001,0.007,0.0058,0.0031,0.0241,0.0042,0.0616,0.0052,0.029,0.0016,0.0071,0.0015,0.0002,0.0019,0.0035,0.0011,0.0072,0.0015,0.0005,0.054,0.0031,0.0041,0.0007,0.0007,0.084,0.0058,0.0096,0.0039,0.0144,0.0192,0.0018,0.0025,0.0014,0.0041,0.0087,0.0024,0.0024,0.0439,0.0071,0.0074,0.0098
46.6299,close fridge,0.0021,0.0029,0.0327,0.0082,0.0276,0.0856,0.0367,0.0746,0.0067,0.0021,0.0486,0.0319,0.0023,0.1013,0.0143,0.0177,0.0131,0.0061,0.0087,0.01,0.0017,0.003,0.0011,0.0081,0.0046,0.0035,0.0229,0.0039,0.0541,0.0047,0.0223,0.002,0.0074,0.0019,0.0002,0.0024,0.003,0.0013,0.0077,0.0016,0.0006,0.0644,0.0028,0.0039,0.0008,0.0007,0.0966,0.0076,0.0086,0.0034,0.0125,0.0197,0.0019,0.003,0.0011,0.0048,0.0083,0.0021,0.0025,0.0372,0.0075,0.0093,0.0103
46.7133,close fridge,0.0024,0.0029,0.0363,0.0087,0.0245,0.0854,0.0318,0.0709,0.0082,0.0028,0.0583,0.0332,0.0028,0.0784,0.0141,0.0174,0.0176,0.0068,0.0096,0.0126,0.0026,0.0047,0.0012,0.0092,0.0045,0.0042,0.0202,0.0035,0.0484,0.0042,0.0191,0.0025,0.0081,0.0024,0.0003,0.0029,0.0034,0.0017,0.0085,0.0025,0.0008,0.0717,0.0029,0.0038,0.0009,0.0009,0.0977,0.01,0.0093,0.0035,0.0121,0.0194,0.0022,0.0037,0.001,0.0051,0.009,0.0022,0.0027,0.033,0.0082,0.0109,0.0105
46.7968,close fridge,0.0027,0.0037,0.0415,0.0087,0.0207,0.0838,0.0255,0.0636,0.0096,0.0036,0.067,0.0331,0.0034,0.0575,0.0127,0.0167,0.0205,0.007,0.0098,0.0161,0.004,0.0063,0.0013,0.0105,0.0041,0.0046,0.0159,0.0038,0.0471,0.0044,0.0162,0.003,0.0097,0.0033,0.0003,0.0039,0.004,0.0023,0.01,0.003,0.0012,0.0788,0.0031,0.0049,0.0012,0.001,0.104,0.0129,0.0097,0.0036,0.0108,0.0202,0.0026,0.0046,0.0009,0.0052,0.0093,0.002,0.0026,0.0245,0.0092,0.0121,0.0108
